,clean,corrupted,group,plural
2019,The picture the parent loves,The pictures the parent loves,ML-obj_rel_no_comp_across_inanim_all,0
2020,The painting the guard likes,The paintings the guard likes,ML-obj_rel_no_comp_across_inanim_all,0
2021,The painting the guard admires,The paintings the guard admires,ML-obj_rel_no_comp_across_inanim_all,0
2022,The painting the guard hates,The paintings the guard hates,ML-obj_rel_no_comp_across_inanim_all,0
2023,The painting the guard loves,The paintings the guard loves,ML-obj_rel_no_comp_across_inanim_all,0
2024,The painting the chef likes,The paintings the chef likes,ML-obj_rel_no_comp_across_inanim_all,0
2025,The painting the chef admires,The paintings the chef admires,ML-obj_rel_no_comp_across_inanim_all,0
2026,The painting the chef hates,The paintings the chef hates,ML-obj_rel_no_comp_across_inanim_all,0
2027,The painting the chef loves,The paintings the chef loves,ML-obj_rel_no_comp_across_inanim_all,0
2028,The painting the architect likes,The paintings the architect likes,ML-obj_rel_no_comp_across_inanim_all,0
2029,The painting the architect admires,The paintings the architect admires,ML-obj_rel_no_comp_across_inanim_all,0
2030,The painting the architect hates,The paintings the architect hates,ML-obj_rel_no_comp_across_inanim_all,0
2031,The painting the architect loves,The paintings the architect loves,ML-obj_rel_no_comp_across_inanim_all,0
2032,The painting the skater likes,The paintings the skater likes,ML-obj_rel_no_comp_across_inanim_all,0
2033,The painting the skater admires,The paintings the skater admires,ML-obj_rel_no_comp_across_inanim_all,0
2034,The painting the skater hates,The paintings the skater hates,ML-obj_rel_no_comp_across_inanim_all,0
2035,The painting the skater loves,The paintings the skater loves,ML-obj_rel_no_comp_across_inanim_all,0
2036,The painting the dancer likes,The paintings the dancer likes,ML-obj_rel_no_comp_across_inanim_all,0
2037,The painting the dancer admires,The paintings the dancer admires,ML-obj_rel_no_comp_across_inanim_all,0
2038,The painting the dancer hates,The paintings the dancer hates,ML-obj_rel_no_comp_across_inanim_all,0
2039,The painting the dancer loves,The paintings the dancer loves,ML-obj_rel_no_comp_across_inanim_all,0
2040,The painting the minister likes,The paintings the minister likes,ML-obj_rel_no_comp_across_inanim_all,0
2041,The painting the minister admires,The paintings the minister admires,ML-obj_rel_no_comp_across_inanim_all,0
2042,The painting the minister hates,The paintings the minister hates,ML-obj_rel_no_comp_across_inanim_all,0
2043,The painting the minister loves,The paintings the minister loves,ML-obj_rel_no_comp_across_inanim_all,0
2044,The painting the taxi driver likes,The paintings the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,0
2045,The painting the taxi driver admires,The paintings the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,0
2046,The painting the taxi driver hates,The paintings the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,0
2047,The painting the taxi driver loves,The paintings the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,0
2048,The painting the assistant likes,The paintings the assistant likes,ML-obj_rel_no_comp_across_inanim_all,0
2049,The painting the assistant admires,The paintings the assistant admires,ML-obj_rel_no_comp_across_inanim_all,0
2050,The painting the assistant hates,The paintings the assistant hates,ML-obj_rel_no_comp_across_inanim_all,0
2051,The painting the assistant loves,The paintings the assistant loves,ML-obj_rel_no_comp_across_inanim_all,0
2052,The painting the executive likes,The paintings the executive likes,ML-obj_rel_no_comp_across_inanim_all,0
2053,The painting the executive admires,The paintings the executive admires,ML-obj_rel_no_comp_across_inanim_all,0
2054,The painting the executive hates,The paintings the executive hates,ML-obj_rel_no_comp_across_inanim_all,0
2055,The painting the executive loves,The paintings the executive loves,ML-obj_rel_no_comp_across_inanim_all,0
2056,The painting the parent likes,The paintings the parent likes,ML-obj_rel_no_comp_across_inanim_all,0
2057,The painting the parent admires,The paintings the parent admires,ML-obj_rel_no_comp_across_inanim_all,0
2058,The painting the parent hates,The paintings the parent hates,ML-obj_rel_no_comp_across_inanim_all,0
2059,The painting the parent loves,The paintings the parent loves,ML-obj_rel_no_comp_across_inanim_all,0
2060,The novel the guard likes,The novels the guard likes,ML-obj_rel_no_comp_across_inanim_all,0
2061,The novel the guard admires,The novels the guard admires,ML-obj_rel_no_comp_across_inanim_all,0
2062,The novel the guard hates,The novels the guard hates,ML-obj_rel_no_comp_across_inanim_all,0
2063,The novel the guard loves,The novels the guard loves,ML-obj_rel_no_comp_across_inanim_all,0
2064,The novel the chef likes,The novels the chef likes,ML-obj_rel_no_comp_across_inanim_all,0
2065,The novel the chef admires,The novels the chef admires,ML-obj_rel_no_comp_across_inanim_all,0
2066,The novel the chef hates,The novels the chef hates,ML-obj_rel_no_comp_across_inanim_all,0
2067,The novel the chef loves,The novels the chef loves,ML-obj_rel_no_comp_across_inanim_all,0
2068,The novel the architect likes,The novels the architect likes,ML-obj_rel_no_comp_across_inanim_all,0
2069,The novel the architect admires,The novels the architect admires,ML-obj_rel_no_comp_across_inanim_all,0
2070,The novel the architect hates,The novels the architect hates,ML-obj_rel_no_comp_across_inanim_all,0
2071,The novel the architect loves,The novels the architect loves,ML-obj_rel_no_comp_across_inanim_all,0
2072,The novel the skater likes,The novels the skater likes,ML-obj_rel_no_comp_across_inanim_all,0
2073,The novel the skater admires,The novels the skater admires,ML-obj_rel_no_comp_across_inanim_all,0
2074,The novel the skater hates,The novels the skater hates,ML-obj_rel_no_comp_across_inanim_all,0
2075,The novel the skater loves,The novels the skater loves,ML-obj_rel_no_comp_across_inanim_all,0
2076,The novel the dancer likes,The novels the dancer likes,ML-obj_rel_no_comp_across_inanim_all,0
2077,The novel the dancer admires,The novels the dancer admires,ML-obj_rel_no_comp_across_inanim_all,0
2078,The novel the dancer hates,The novels the dancer hates,ML-obj_rel_no_comp_across_inanim_all,0
2079,The novel the dancer loves,The novels the dancer loves,ML-obj_rel_no_comp_across_inanim_all,0
2080,The novel the minister likes,The novels the minister likes,ML-obj_rel_no_comp_across_inanim_all,0
2081,The novel the minister admires,The novels the minister admires,ML-obj_rel_no_comp_across_inanim_all,0
2082,The novel the minister hates,The novels the minister hates,ML-obj_rel_no_comp_across_inanim_all,0
2083,The novel the minister loves,The novels the minister loves,ML-obj_rel_no_comp_across_inanim_all,0
2084,The novel the taxi driver likes,The novels the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,0
2085,The novel the taxi driver admires,The novels the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,0
2086,The novel the taxi driver hates,The novels the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,0
2087,The novel the taxi driver loves,The novels the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,0
2088,The novel the assistant likes,The novels the assistant likes,ML-obj_rel_no_comp_across_inanim_all,0
2089,The novel the assistant admires,The novels the assistant admires,ML-obj_rel_no_comp_across_inanim_all,0
2090,The novel the assistant hates,The novels the assistant hates,ML-obj_rel_no_comp_across_inanim_all,0
2091,The novel the assistant loves,The novels the assistant loves,ML-obj_rel_no_comp_across_inanim_all,0
2092,The novel the executive likes,The novels the executive likes,ML-obj_rel_no_comp_across_inanim_all,0
2093,The novel the executive admires,The novels the executive admires,ML-obj_rel_no_comp_across_inanim_all,0
2094,The novel the executive hates,The novels the executive hates,ML-obj_rel_no_comp_across_inanim_all,0
2095,The novel the executive loves,The novels the executive loves,ML-obj_rel_no_comp_across_inanim_all,0
2096,The novel the parent likes,The novels the parent likes,ML-obj_rel_no_comp_across_inanim_all,0
2097,The novel the parent admires,The novels the parent admires,ML-obj_rel_no_comp_across_inanim_all,0
2098,The novel the parent hates,The novels the parent hates,ML-obj_rel_no_comp_across_inanim_all,0
2099,The novel the parent loves,The novels the parent loves,ML-obj_rel_no_comp_across_inanim_all,0
2100,The poem the guard likes,The poems the guard likes,ML-obj_rel_no_comp_across_inanim_all,0
2101,The poem the guard admires,The poems the guard admires,ML-obj_rel_no_comp_across_inanim_all,0
2102,The poem the guard hates,The poems the guard hates,ML-obj_rel_no_comp_across_inanim_all,0
2103,The poem the guard loves,The poems the guard loves,ML-obj_rel_no_comp_across_inanim_all,0
2104,The poem the chef likes,The poems the chef likes,ML-obj_rel_no_comp_across_inanim_all,0
2105,The poem the chef admires,The poems the chef admires,ML-obj_rel_no_comp_across_inanim_all,0
2106,The poem the chef hates,The poems the chef hates,ML-obj_rel_no_comp_across_inanim_all,0
2107,The poem the chef loves,The poems the chef loves,ML-obj_rel_no_comp_across_inanim_all,0
2108,The poem the architect likes,The poems the architect likes,ML-obj_rel_no_comp_across_inanim_all,0
2109,The poem the architect admires,The poems the architect admires,ML-obj_rel_no_comp_across_inanim_all,0
2110,The poem the architect hates,The poems the architect hates,ML-obj_rel_no_comp_across_inanim_all,0
2111,The poem the architect loves,The poems the architect loves,ML-obj_rel_no_comp_across_inanim_all,0
2112,The poem the skater likes,The poems the skater likes,ML-obj_rel_no_comp_across_inanim_all,0
2113,The poem the skater admires,The poems the skater admires,ML-obj_rel_no_comp_across_inanim_all,0
2114,The poem the skater hates,The poems the skater hates,ML-obj_rel_no_comp_across_inanim_all,0
2115,The poem the skater loves,The poems the skater loves,ML-obj_rel_no_comp_across_inanim_all,0
2116,The poem the dancer likes,The poems the dancer likes,ML-obj_rel_no_comp_across_inanim_all,0
2117,The poem the dancer admires,The poems the dancer admires,ML-obj_rel_no_comp_across_inanim_all,0
2118,The poem the dancer hates,The poems the dancer hates,ML-obj_rel_no_comp_across_inanim_all,0
2119,The poem the dancer loves,The poems the dancer loves,ML-obj_rel_no_comp_across_inanim_all,0
2120,The poem the minister likes,The poems the minister likes,ML-obj_rel_no_comp_across_inanim_all,0
2121,The poem the minister admires,The poems the minister admires,ML-obj_rel_no_comp_across_inanim_all,0
2122,The poem the minister hates,The poems the minister hates,ML-obj_rel_no_comp_across_inanim_all,0
2123,The poem the minister loves,The poems the minister loves,ML-obj_rel_no_comp_across_inanim_all,0
2124,The poem the taxi driver likes,The poems the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,0
2125,The poem the taxi driver admires,The poems the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,0
2126,The poem the taxi driver hates,The poems the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,0
2127,The poem the taxi driver loves,The poems the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,0
2128,The poem the assistant likes,The poems the assistant likes,ML-obj_rel_no_comp_across_inanim_all,0
2129,The poem the assistant admires,The poems the assistant admires,ML-obj_rel_no_comp_across_inanim_all,0
2130,The poem the assistant hates,The poems the assistant hates,ML-obj_rel_no_comp_across_inanim_all,0
2131,The poem the assistant loves,The poems the assistant loves,ML-obj_rel_no_comp_across_inanim_all,0
2132,The poem the executive likes,The poems the executive likes,ML-obj_rel_no_comp_across_inanim_all,0
2133,The poem the executive admires,The poems the executive admires,ML-obj_rel_no_comp_across_inanim_all,0
2134,The poem the executive hates,The poems the executive hates,ML-obj_rel_no_comp_across_inanim_all,0
2135,The poem the executive loves,The poems the executive loves,ML-obj_rel_no_comp_across_inanim_all,0
2136,The poem the parent likes,The poems the parent likes,ML-obj_rel_no_comp_across_inanim_all,0
2137,The poem the parent admires,The poems the parent admires,ML-obj_rel_no_comp_across_inanim_all,0
2138,The poem the parent hates,The poems the parent hates,ML-obj_rel_no_comp_across_inanim_all,0
2139,The poem the parent loves,The poems the parent loves,ML-obj_rel_no_comp_across_inanim_all,0
2140,The show the guard likes,The shows the guard likes,ML-obj_rel_no_comp_across_inanim_all,0
2141,The show the guard admires,The shows the guard admires,ML-obj_rel_no_comp_across_inanim_all,0
2142,The show the guard hates,The shows the guard hates,ML-obj_rel_no_comp_across_inanim_all,0
2143,The show the guard loves,The shows the guard loves,ML-obj_rel_no_comp_across_inanim_all,0
2144,The show the chef likes,The shows the chef likes,ML-obj_rel_no_comp_across_inanim_all,0
2145,The show the chef admires,The shows the chef admires,ML-obj_rel_no_comp_across_inanim_all,0
2146,The show the chef hates,The shows the chef hates,ML-obj_rel_no_comp_across_inanim_all,0
2147,The show the chef loves,The shows the chef loves,ML-obj_rel_no_comp_across_inanim_all,0
2148,The show the architect likes,The shows the architect likes,ML-obj_rel_no_comp_across_inanim_all,0
2149,The show the architect admires,The shows the architect admires,ML-obj_rel_no_comp_across_inanim_all,0
2150,The show the architect hates,The shows the architect hates,ML-obj_rel_no_comp_across_inanim_all,0
