,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
749,"Then, Kevin and Brian went to the station. Kevin gave a ring to","Then, Kevin and Brian went to the station. Andrew gave a ring to","Then, Kevin and Brian went to the station. Brian gave a ring to",14468,15273
353,"Then, Timothy and Brian had a lot of fun at the garden. Timothy gave a drink to","Then, Timothy and Brian had a lot of fun at the garden. Adam gave a drink to","Then, Timothy and Brian had a lot of fun at the garden. Brian gave a drink to",14468,32905
961,"When Amy and Amber got a snack at the house, Amy decided to give it to","When Amy and Amber got a snack at the house, Erin decided to give it to","When Amy and Amber got a snack at the house, Amber decided to give it to",41131,22138
743,"After Emily and Melissa went to the house, Emily gave a ring to","After Emily and Melissa went to the house, Rebecca gave a ring to","After Emily and Melissa went to the house, Melissa gave a ring to",38994,24504
976,"When Katie and Kyle got a bone at the hospital, Katie decided to give it to","When Katie and Kyle got a bone at the hospital, Daniel decided to give it to","When Katie and Kyle got a bone at the hospital, Kyle decided to give it to",25856,37073
413,"Then, Jonathan and Richard were thinking about going to the restaurant. Jonathan wanted to give a ring to","Then, Jonathan and Richard were thinking about going to the restaurant. Jessica wanted to give a ring to","Then, Jonathan and Richard were thinking about going to the restaurant. Richard wanted to give a ring to",7727,18985
772,"After Michelle and Richard went to the restaurant, Michelle gave a necklace to","After Michelle and Richard went to the restaurant, Justin gave a necklace to","After Michelle and Richard went to the restaurant, Richard gave a necklace to",7727,28331
233,"Then, Nathan and Michael had a long argument, and afterwards Michael said to","Then, Nathan and Michael had a long argument, and afterwards Lisa said to","Then, Nathan and Michael had a long argument, and afterwards Nathan said to",23662,6277
959,"When Kelly and John got a necklace at the hospital, Kelly decided to give it to","When Kelly and John got a necklace at the hospital, Jeremy decided to give it to","When Kelly and John got a necklace at the hospital, John decided to give it to",2516,14943
456,"When Jamie and Bryan got a snack at the school, Jamie decided to give it to","When Jamie and Bryan got a snack at the school, Jesse decided to give it to","When Jamie and Bryan got a snack at the school, Bryan decided to give it to",30397,27283
196,"When David and Shannon got a bone at the store, David decided to give it to","When David and Shannon got a bone at the store, Justin decided to give it to","When David and Shannon got a bone at the store, Shannon decided to give it to",35175,5119
422,"Then, Christopher and Katherine went to the hospital. Katherine gave a drink to","Then, Christopher and Katherine went to the hospital. Emily gave a drink to","Then, Christopher and Katherine went to the hospital. Christopher gave a drink to",19717,37497
984,"Then, Nicole and Matthew were thinking about going to the house. Nicole wanted to give a ring to","Then, Nicole and Matthew were thinking about going to the house. Bryan wanted to give a ring to","Then, Nicole and Matthew were thinking about going to the house. Matthew wanted to give a ring to",18322,37930
386,"Then, Paul and Tyler were working at the garden. Paul decided to give a ring to","Then, Paul and Tyler were working at the garden. Jamie decided to give a ring to","Then, Paul and Tyler were working at the garden. Tyler decided to give a ring to",26953,5171
795,"Then, Shannon and Katherine went to the station. Shannon gave a bone to","Then, Shannon and Katherine went to the station. Samuel gave a bone to","Then, Shannon and Katherine went to the station. Katherine gave a bone to",37497,35175
519,"Then, Richard and Jose went to the hospital. Richard gave a basketball to","Then, Richard and Jose went to the hospital. Jacob gave a basketball to","Then, Richard and Jose went to the hospital. Jose gave a basketball to",7924,7727
28,"Then, Stephen and Nathan were working at the restaurant. Nathan decided to give a computer to","Then, Stephen and Nathan were working at the restaurant. Stephanie decided to give a computer to","Then, Stephen and Nathan were working at the restaurant. Stephen decided to give a computer to",12167,23662
924,"Then, Paul and Katie were working at the school. Katie decided to give a necklace to","Then, Paul and Katie were working at the school. Patrick decided to give a necklace to","Then, Paul and Katie were working at the school. Paul decided to give a necklace to",5171,37073
312,"After Samuel and Kenneth went to the store, Samuel gave a drink to","After Samuel and Kenneth went to the store, Mary gave a drink to","After Samuel and Kenneth went to the store, Kenneth gave a drink to",31270,20628
824,"Then, David and Aaron had a lot of fun at the house. Aaron gave a ring to","Then, David and Aaron had a lot of fun at the house. Sarah gave a ring to","Then, David and Aaron had a lot of fun at the house. David gave a ring to",5119,22234
218,"Then, Timothy and Nathan had a long argument, and afterwards Timothy said to","Then, Timothy and Nathan had a long argument, and afterwards Lisa said to","Then, Timothy and Nathan had a long argument, and afterwards Nathan said to",23662,32905
280,"Then, Richard and Adam had a long argument, and afterwards Richard said to","Then, Richard and Adam had a long argument, and afterwards Christina said to","Then, Richard and Adam had a long argument, and afterwards Adam said to",13187,7727
744,"Then, Richard and Steven were working at the school. Steven decided to give a drink to","Then, Richard and Steven were working at the school. William decided to give a drink to","Then, Richard and Steven were working at the school. Richard decided to give a drink to",7727,19436
89,"Then, Amy and Brian were working at the garden. Amy decided to give a bone to","Then, Amy and Brian were working at the garden. Aaron decided to give a bone to","Then, Amy and Brian were working at the garden. Brian decided to give a bone to",14468,22138
684,"Then, Sara and Christopher were working at the garden. Sara decided to give a basketball to","Then, Sara and Christopher were working at the garden. Jessica decided to give a basketball to","Then, Sara and Christopher were working at the garden. Christopher decided to give a basketball to",19717,31336
821,"Then, Jamie and Michael went to the office. Jamie gave a snack to","Then, Jamie and Michael went to the office. Steven gave a snack to","Then, Jamie and Michael went to the office. Michael gave a snack to",6277,27283
955,"Then, Nathan and Katie went to the restaurant. Nathan gave a drink to","Then, Nathan and Katie went to the restaurant. Stephen gave a drink to","Then, Nathan and Katie went to the restaurant. Katie gave a drink to",37073,23662
632,"Then, Anthony and Stephanie were working at the garden. Anthony decided to give a computer to","Then, Anthony and Stephanie were working at the garden. Mark decided to give a computer to","Then, Anthony and Stephanie were working at the garden. Stephanie decided to give a computer to",38150,16358
710,"When Jennifer and Michelle got a bone at the store, Jennifer decided to give it to","When Jennifer and Michelle got a bone at the store, Timothy decided to give it to","When Jennifer and Michelle got a bone at the store, Michelle decided to give it to",28331,26355
311,"Then, Christine and Daniel went to the restaurant. Christine gave a ring to","Then, Christine and Daniel went to the restaurant. Allison gave a ring to","Then, Christine and Daniel went to the restaurant. Daniel gave a ring to",10213,36449
500,"Then, Timothy and Amy were working at the store. Timothy decided to give a drink to","Then, Timothy and Amy were working at the store. Joseph decided to give a drink to","Then, Timothy and Amy were working at the store. Amy decided to give a drink to",22138,32905
199,"Then, Lindsay and Mark were working at the office. Mark decided to give a ring to","Then, Lindsay and Mark were working at the office. Thomas decided to give a ring to","Then, Lindsay and Mark were working at the office. Lindsay decided to give a ring to",44056,4744
817,"Then, Allison and Charles had a lot of fun at the hospital. Charles gave a ring to","Then, Allison and Charles had a lot of fun at the hospital. Gregory gave a ring to","Then, Allison and Charles had a lot of fun at the hospital. Allison gave a ring to",45664,8444
